G,W,ORB,FTR,2P_O,3P_O,P_V
31,20,29.5,37.0,50.9,35.0,0.6451612903225806
32,17,25.9,38.7,48.5,37.2,0.53125
31,18,38.3,45.1,46.3,32.1,0.5806451612903226
29,18,25.8,36.6,54.8,36.7,0.6206896551724138
34,25,25.4,42.7,49.1,33.2,0.7352941176470589
31,13,27.1,32.2,47.8,30.0,0.41935483870967744
31,9,30.4,31.6,48.5,34.9,0.2903225806451613
30,18,24.2,30.7,50.9,35.7,0.6
31,15,31.1,37.7,49.6,36.4,0.4838709677419355
32,10,29.1,36.1,50.3,33.3,0.3125
31,15,25.7,37.8,52.4,36.7,0.4838709677419355
32,20,37.0,45.6,49.2,30.6,0.625
29,17,25.6,38.7,55.8,37.8,0.5862068965517241
31,14,26.0,34.4,50.7,32.9,0.45161290322580644
32,13,30.8,31.8,50.2,32.2,0.40625
30,14,21.7,24.0,52.5,34.7,0.4666666666666667
30,19,30.6,36.5,51.6,37.3,0.6333333333333333
31,10,28.9,34.1,46.7,33.5,0.3225806451612903
32,23,25.3,35.1,57.6,37.3,0.71875
30,18,34.3,35.4,51.1,35.3,0.6
30,11,33.8,31.1,47.4,34.5,0.36666666666666664
29,19,21.2,33.4,56.6,42.2,0.6551724137931034
32,24,25.6,33.5,56.3,33.7,0.75
31,17,24.2,31.2,50.9,37.8,0.5483870967741935
31,13,29.2,30.6,50.9,34.7,0.41935483870967744
30,11,22.4,24.3,52.2,34.6,0.36666666666666664
34,27,26.8,37.7,54.5,38.7,0.7941176470588235
31,14,30.1,33.4,47.5,36.6,0.45161290322580644
31,10,35.2,28.1,47.6,32.6,0.3225806451612903
32,10,31.7,32.8,49.3,35.0,0.3125
30,14,24.5,31.3,55.8,35.0,0.4666666666666667
32,14,33.7,36.9,49.8,37.6,0.4375
31,14,29.0,37.4,48.6,31.3,0.45161290322580644
27,7,26.0,27.8,45.6,34.9,0.25925925925925924
35,26,29.0,33.7,51.4,32.9,0.7428571428571429
30,9,28.2,34.9,45.9,31.1,0.3
35,18,31.6,36.8,44.2,36.3,0.5142857142857142
29,12,31.1,40.0,47.8,29.9,0.41379310344827586
35,27,36.0,30.6,48.4,32.5,0.7714285714285715
29,10,26.5,33.7,47.6,37.3,0.3448275862068966
27,7,26.6,34.1,48.8,32.8,0.25925925925925924
33,22,29.1,43.8,50.9,36.6,0.6666666666666666
28,12,35.2,42.1,47.3,32.7,0.42857142857142855
30,18,30.4,38.7,47.2,35.6,0.6
33,14,29.7,33.2,47.7,38.2,0.42424242424242425
30,11,30.8,35.6,50.7,36.8,0.36666666666666664
31,7,23.1,32.3,44.2,34.1,0.22580645161290322
31,21,28.8,43.0,52.0,33.3,0.6774193548387096
33,17,26.6,31.2,57.2,33.7,0.5151515151515151
30,10,30.3,44.1,49.8,32.2,0.3333333333333333
38,25,36.6,31.0,48.7,30.1,0.6578947368421053
30,10,26.7,41.5,53.4,31.9,0.3333333333333333
27,7,23.3,36.1,45.2,35.9,0.25925925925925924
32,25,32.4,33.4,52.6,37.0,0.78125
32,18,24.5,40.9,51.3,36.5,0.5625
30,4,26.0,37.4,46.5,32.1,0.13333333333333333
32,16,33.6,39.6,51.5,36.3,0.5
29,13,20.3,34.0,47.5,37.5,0.4482758620689655
29,7,29.8,28.5,50.2,32.4,0.2413793103448276
28,10,26.9,30.4,45.5,31.4,0.35714285714285715
31,23,29.2,34.6,52.0,37.1,0.7419354838709677
34,20,24.4,37.1,51.8,37.4,0.5882352941176471
28,8,26.5,34.9,47.3,31.7,0.2857142857142857
31,19,35.5,34.1,44.5,32.4,0.6129032258064516
33,23,28.6,41.5,50.9,38.9,0.696969696969697
29,9,22.3,29.3,45.4,29.6,0.3103448275862069
32,17,30.0,37.7,51.3,34.1,0.53125
31,15,22.2,36.3,51.9,34.3,0.4838709677419355
31,14,32.4,36.2,43.7,26.7,0.45161290322580644
32,15,27.3,37.2,48.5,35.4,0.46875
28,6,26.2,38.9,46.5,34.6,0.21428571428571427
29,14,25.9,36.5,47.2,31.3,0.4827586206896552
28,12,28.5,29.0,42.3,31.9,0.42857142857142855
31,17,27.4,36.5,48.2,36.7,0.5483870967741935
32,25,30.7,30.1,51.9,37.1,0.78125
36,20,30.2,33.6,50.0,35.4,0.5555555555555556
32,25,32.3,33.0,49.3,35.7,0.78125
29,7,27.6,35.2,48.0,32.1,0.2413793103448276
30,16,20.5,28.3,49.8,34.1,0.5333333333333333
31,20,30.9,28.3,55.9,34.8,0.6451612903225806
30,11,19.0,30.9,49.0,33.1,0.36666666666666664
32,20,26.5,29.6,49.3,35.5,0.625
37,27,29.0,40.0,54.6,35.4,0.7297297297297297
29,8,22.3,36.3,49.2,31.1,0.27586206896551724
30,20,25.7,37.9,52.2,29.3,0.6666666666666666
30,17,29.0,28.6,47.0,32.6,0.5666666666666667
31,20,29.4,35.9,49.3,33.7,0.6451612903225806
37,23,22.9,30.5,52.3,34.2,0.6216216216216216
30,11,32.3,29.6,45.7,32.3,0.36666666666666664
30,21,30.7,27.7,50.5,31.7,0.7
30,13,26.6,38.5,48.1,35.3,0.43333333333333335
29,20,22.9,24.1,49.9,39.1,0.6896551724137931
33,20,30.6,31.8,51.3,32.6,0.6060606060606061
27,8,26.7,34.7,44.3,32.0,0.2962962962962963
28,17,26.1,26.2,48.0,34.3,0.6071428571428571
34,20,29.6,37.9,50.2,32.7,0.5882352941176471
32,17,31.9,31.1,48.9,37.9,0.53125
31,13,29.4,32.4,46.3,37.9,0.41935483870967744
31,22,33.3,39.3,51.8,28.3,0.7096774193548387
32,8,30.8,40.0,41.5,31.8,0.25
28,12,26.9,36.2,48.6,33.2,0.42857142857142855
31,14,30.1,38.1,51.7,35.5,0.45161290322580644
29,9,23.2,31.5,49.0,34.1,0.3103448275862069
29,8,27.6,35.9,48.5,35.6,0.27586206896551724
30,7,29.4,30.9,43.4,32.0,0.23333333333333334
29,14,32.5,40.5,50.6,36.5,0.4827586206896552
28,3,31.9,43.2,40.3,30.4,0.10714285714285714
31,18,27.1,38.3,51.9,35.9,0.5806451612903226
28,7,26.5,31.2,48.6,35.3,0.25
35,23,31.2,41.8,49.3,39.8,0.6571428571428571
35,28,35.2,35.1,48.3,36.5,0.8
33,20,19.1,33.0,48.3,37.8,0.6060606060606061
30,9,22.7,29.8,45.5,37.0,0.3
30,9,28.9,29.6,46.5,30.7,0.3
30,8,26.9,38.1,48.4,37.0,0.26666666666666666
30,18,30.4,37.7,48.7,31.6,0.6
34,17,32.5,38.4,47.6,37.0,0.5
34,11,24.5,27.4,49.8,34.9,0.3235294117647059
32,25,29.3,37.7,51.9,33.3,0.78125
32,24,30.4,36.9,50.5,33.0,0.75
30,20,29.4,38.0,49.4,37.2,0.6666666666666666
32,13,26.3,25.9,49.0,32.8,0.40625
34,12,22.1,29.4,50.4,34.0,0.35294117647058826
30,8,27.0,31.1,48.5,33.3,0.26666666666666666
30,13,25.6,32.3,44.7,36.2,0.43333333333333335
34,20,28.8,35.3,49.8,34.9,0.5882352941176471
28,11,31.9,32.9,45.2,35.5,0.39285714285714285
31,16,25.1,27.7,50.9,33.9,0.5161290322580645
30,22,28.0,31.0,55.7,34.0,0.7333333333333333
33,19,28.0,35.5,51.4,35.2,0.5757575757575758
30,8,34.7,28.4,46.5,33.2,0.26666666666666666
29,10,26.3,31.7,48.9,36.5,0.3448275862068966
31,11,29.3,31.0,46.7,35.6,0.3548387096774194
36,21,26.4,33.9,51.4,34.5,0.5833333333333334
30,16,24.9,27.8,54.1,34.9,0.5333333333333333
31,16,34.3,35.2,50.5,33.0,0.5161290322580645
30,9,26.7,28.2,46.5,33.8,0.3
32,16,25.7,35.7,52.3,37.9,0.5
33,21,30.8,35.1,50.4,34.6,0.6363636363636364
30,12,33.5,23.1,48.5,34.1,0.4
29,17,28.8,39.0,49.8,37.1,0.5862068965517241
29,11,29.8,45.0,47.2,31.1,0.3793103448275862
27,12,32.0,28.2,49.7,35.9,0.4444444444444444
29,12,23.1,39.3,44.1,30.3,0.41379310344827586
29,14,30.9,35.7,47.9,34.6,0.4827586206896552
28,9,29.5,35.8,47.7,34.6,0.32142857142857145
29,15,20.7,46.1,53.0,37.3,0.5172413793103449
30,20,34.2,40.9,47.3,36.5,0.6666666666666666
27,7,25.6,36.9,47.8,35.9,0.25925925925925924
33,23,28.5,37.9,50.5,38.1,0.696969696969697
27,9,22.4,32.3,47.0,34.1,0.3333333333333333
27,9,32.8,38.2,45.9,34.3,0.3333333333333333
28,12,29.6,31.5,48.1,39.2,0.42857142857142855
27,10,27.9,31.9,51.3,30.4,0.37037037037037035
28,21,28.0,33.9,52.0,38.1,0.75
28,13,27.1,44.5,49.0,35.6,0.4642857142857143
26,11,27.9,29.1,47.1,36.1,0.4230769230769231
28,8,22.0,29.5,53.6,33.3,0.2857142857142857
27,7,27.7,33.8,48.1,35.2,0.25925925925925924
26,18,29.6,32.3,51.2,35.9,0.6923076923076923
28,13,27.6,26.0,52.2,33.9,0.4642857142857143
28,18,31.2,33.9,51.8,35.5,0.6428571428571429
26,11,29.4,40.4,48.6,32.1,0.4230769230769231
26,8,27.0,24.5,49.9,37.2,0.3076923076923077
27,12,24.4,35.1,54.0,33.4,0.4444444444444444
26,7,23.9,32.8,49.7,36.0,0.2692307692307692
31,18,26.5,27.6,48.5,35.4,0.5806451612903226
28,13,22.0,26.2,52.1,37.3,0.4642857142857143
30,16,25.4,31.0,55.3,32.8,0.5333333333333333
30,20,24.5,36.7,50.2,33.8,0.6666666666666666
26,10,24.3,22.4,50.6,35.4,0.38461538461538464
29,15,18.8,33.9,52.3,32.9,0.5172413793103449
28,11,23.9,24.8,50.6,35.8,0.39285714285714285
30,19,28.7,31.6,52.7,36.1,0.6333333333333333
30,19,24.8,28.1,52.9,34.7,0.6333333333333333
26,16,24.3,29.8,48.1,30.3,0.6153846153846154
33,18,34.0,32.0,46.1,31.8,0.5454545454545454
31,7,27.3,37.1,43.2,32.2,0.22580645161290322
35,26,28.7,37.4,51.3,39.6,0.7428571428571429
32,7,21.2,38.0,46.4,31.5,0.21875
33,18,30.0,41.0,46.7,33.8,0.5454545454545454
30,8,32.0,41.2,42.3,35.1,0.26666666666666666
30,15,42.1,35.5,43.1,30.7,0.5
33,21,31.1,35.6,49.0,33.4,0.6363636363636364
34,16,31.4,44.0,44.6,34.3,0.47058823529411764
31,11,36.3,41.9,46.6,33.2,0.3548387096774194
33,14,31.0,36.9,47.5,34.1,0.42424242424242425
33,19,24.8,32.6,50.0,35.4,0.5757575757575758
31,13,23.5,39.8,47.6,36.1,0.41935483870967744
30,7,24.3,35.9,48.1,34.2,0.23333333333333334
36,28,28.6,38.4,47.2,36.6,0.7777777777777778
32,7,32.8,34.0,46.2,28.2,0.21875
30,9,38.4,28.0,38.3,34.1,0.3
33,13,28.6,35.4,48.9,31.5,0.3939393939393939
30,14,30.4,35.1,47.0,32.7,0.4666666666666667
34,21,39.1,40.8,50.7,36.8,0.6176470588235294
34,18,30.2,30.9,51.4,37.1,0.5294117647058824
31,16,24.3,27.2,52.0,33.5,0.5161290322580645
32,10,30.8,41.0,46.3,32.9,0.3125
32,8,21.6,37.9,49.9,33.3,0.25
34,27,29.7,37.3,47.6,37.3,0.7941176470588235
33,10,30.5,33.6,44.0,36.6,0.30303030303030304
31,10,34.1,33.0,47.4,32.6,0.3225806451612903
33,18,33.0,37.0,48.7,33.2,0.5454545454545454
36,23,25.5,33.1,47.3,38.1,0.6388888888888888
34,17,35.5,40.0,50.2,32.7,0.5
33,21,29.9,29.9,55.9,34.8,0.6363636363636364
33,17,24.4,30.9,51.8,33.9,0.5151515151515151
31,14,31.0,37.6,46.8,40.0,0.45161290322580644
31,6,22.6,35.8,53.0,34.9,0.1935483870967742
31,11,26.6,44.1,49.3,38.9,0.3548387096774194
33,19,30.9,38.0,49.2,35.8,0.5757575757575758
33,12,27.8,37.0,49.8,33.9,0.36363636363636365
32,22,33.5,42.1,52.0,35.8,0.6875
32,14,27.1,27.3,48.1,33.7,0.4375
32,8,31.4,36.4,44.7,36.7,0.25
32,15,27.0,31.4,52.0,32.4,0.46875
31,9,26.1,23.9,49.5,35.0,0.2903225806451613
32,11,30.6,33.3,45.6,33.2,0.34375
31,12,24.3,32.2,50.8,36.3,0.3870967741935484
35,14,29.3,40.3,46.4,29.7,0.4
32,13,27.1,33.3,46.1,35.9,0.40625
31,16,29.8,37.3,48.5,37.7,0.5161290322580645
31,16,30.8,39.9,50.4,34.0,0.5161290322580645
32,10,29.9,34.8,48.8,32.5,0.3125
33,17,23.6,24.7,52.1,33.9,0.5151515151515151
34,20,33.3,31.3,46.7,34.9,0.5882352941176471
29,6,29.9,35.4,47.7,33.6,0.20689655172413793
32,21,31.6,32.4,48.6,33.8,0.65625
29,20,28.8,36.6,53.7,36.9,0.6896551724137931
31,17,30.2,41.5,46.7,31.4,0.5483870967741935
34,22,33.6,37.1,46.7,36.6,0.6470588235294118
31,12,25.9,38.7,48.3,34.4,0.3870967741935484
29,13,36.4,47.1,47.2,32.2,0.4482758620689655
30,10,25.9,28.9,49.0,34.0,0.3333333333333333
33,20,33.3,41.2,51.2,36.6,0.6060606060606061
32,18,29.8,42.7,49.9,35.9,0.5625
34,25,28.5,30.6,48.0,38.2,0.7352941176470589
34,20,28.0,34.8,49.9,36.9,0.5882352941176471
32,14,28.1,40.2,47.2,35.4,0.4375
30,14,26.5,30.0,50.8,35.2,0.4666666666666667
29,14,31.1,43.5,49.5,31.5,0.4827586206896552
31,18,34.1,40.0,49.0,32.8,0.5806451612903226
32,12,27.9,36.1,44.8,30.8,0.375
30,17,32.1,41.7,44.8,35.6,0.5666666666666667
34,22,24.9,37.4,52.3,38.2,0.6470588235294118
31,16,27.9,34.3,51.7,36.3,0.5161290322580645
30,11,30.6,43.8,46.3,33.7,0.36666666666666664
35,27,29.4,37.3,55.0,36.8,0.7714285714285715
33,21,27.8,35.1,51.7,37.6,0.6363636363636364
31,13,28.5,35.8,46.5,34.1,0.41935483870967744
30,17,33.2,37.3,51.4,33.0,0.5666666666666667
30,16,26.7,34.6,48.5,36.4,0.5333333333333333
29,16,33.6,35.3,48.0,33.6,0.5517241379310345
30,11,24.9,37.0,49.8,30.9,0.36666666666666664
29,15,33.5,40.3,46.6,30.6,0.5172413793103449
30,20,25.6,33.7,50.0,38.5,0.6666666666666666
33,17,29.0,38.3,54.6,36.1,0.5151515151515151
31,16,31.1,35.0,48.2,38.3,0.5161290322580645
31,14,27.0,31.4,49.9,35.6,0.45161290322580644
31,19,28.0,33.2,51.7,33.9,0.6129032258064516
30,16,29.7,36.6,45.1,34.3,0.5333333333333333
33,21,31.1,33.7,50.5,34.4,0.6363636363636364
31,22,30.4,29.2,52.0,33.6,0.7096774193548387
33,17,31.4,32.5,48.8,32.4,0.5151515151515151
32,16,27.1,27.0,50.0,33.5,0.5
30,12,28.2,33.1,49.8,32.6,0.4
30,14,22.4,30.9,48.4,37.2,0.4666666666666667
33,23,27.8,37.1,51.4,40.6,0.696969696969697
30,17,29.7,34.1,48.0,34.5,0.5666666666666667
31,17,25.1,27.7,48.8,31.7,0.5483870967741935
32,16,27.5,37.6,53.5,32.2,0.5
32,22,30.7,34.9,48.8,35.8,0.6875
32,23,31.0,40.0,48.9,36.9,0.71875
28,15,34.3,33.9,50.5,29.9,0.5357142857142857
31,22,33.2,31.8,49.1,33.6,0.7096774193548387
30,15,30.0,34.7,48.7,32.3,0.5
32,17,27.2,26.5,51.6,36.5,0.53125
30,14,28.2,33.2,50.7,29.7,0.4666666666666667
32,25,28.1,26.1,50.4,38.0,0.78125
31,8,29.7,36.7,49.4,30.5,0.25806451612903225
30,9,34.4,40.3,44.4,29.1,0.3
30,7,25.3,30.5,42.4,35.3,0.23333333333333334
34,16,31.8,31.5,44.8,35.0,0.47058823529411764
29,2,26.8,37.8,40.9,28.3,0.06896551724137931
29,13,33.5,43.4,47.4,28.9,0.4482758620689655
33,18,35.5,47.0,48.9,38.2,0.5454545454545454
31,7,34.8,33.1,39.1,28.4,0.22580645161290322
32,18,34.3,42.7,52.2,34.5,0.5625
30,7,34.1,37.3,45.7,28.4,0.23333333333333334
30,22,31.0,37.2,53.1,35.6,0.7333333333333333
29,7,30.0,34.2,46.2,25.2,0.2413793103448276
31,9,30.1,32.8,41.1,30.1,0.2903225806451613
30,12,32.0,31.0,47.4,31.1,0.4
29,7,30.7,37.2,40.6,33.4,0.2413793103448276
30,5,27.2,29.1,42.4,32.4,0.16666666666666666
27,6,25.4,42.5,44.4,30.4,0.2222222222222222
30,10,32.6,48.5,43.4,29.5,0.3333333333333333
31,9,31.4,37.3,49.5,32.4,0.2903225806451613
30,8,30.4,35.8,43.6,30.1,0.26666666666666666
32,15,32.2,41.5,46.7,34.7,0.46875
31,10,29.8,37.0,44.8,31.8,0.3225806451612903
29,10,33.9,38.7,46.3,33.9,0.3448275862068966
30,14,25.8,39.8,44.2,31.1,0.4666666666666667
32,17,29.1,34.8,49.6,33.6,0.53125
30,10,31.1,28.2,45.9,32.3,0.3333333333333333
30,8,28.0,40.0,41.7,31.7,0.26666666666666666
30,10,28.5,30.1,44.7,35.1,0.3333333333333333
28,7,26.3,37.6,44.7,33.9,0.25
29,14,30.6,33.4,45.0,32.2,0.4827586206896552
32,10,32.3,43.4,43.3,29.0,0.3125
32,14,27.1,32.5,46.5,34.4,0.4375
29,14,34.8,37.8,42.0,29.2,0.4827586206896552
32,17,29.7,38.0,46.1,33.2,0.53125
30,3,31.8,33.4,47.3,32.2,0.1
27,13,27.6,32.3,52.0,31.8,0.48148148148148145
29,11,28.1,30.4,47.1,32.0,0.3793103448275862
30,18,32.9,41.2,51.0,31.2,0.6
32,5,22.3,27.1,41.0,30.5,0.15625
30,4,29.3,28.5,46.1,33.2,0.13333333333333333
33,9,27.5,32.1,44.8,35.1,0.2727272727272727
32,19,28.7,33.8,49.1,32.0,0.59375
31,10,28.9,34.5,46.7,34.9,0.3225806451612903
30,7,28.2,29.7,44.3,27.5,0.23333333333333334
30,13,33.5,39.3,44.8,32.0,0.43333333333333335
30,14,31.6,31.3,46.1,37.0,0.4666666666666667
33,20,27.8,37.5,54.3,30.3,0.6060606060606061
30,15,26.7,29.3,51.5,30.2,0.5
30,10,29.4,35.9,45.7,32.7,0.3333333333333333
29,14,33.5,37.1,48.3,32.4,0.4827586206896552
33,8,26.0,37.7,47.7,28.6,0.24242424242424243
29,6,27.8,25.5,37.7,29.0,0.20689655172413793
29,12,27.9,31.1,46.9,36.4,0.41379310344827586
31,17,29.2,33.8,45.5,36.8,0.5483870967741935
30,7,22.8,28.3,44.5,27.9,0.23333333333333334
28,9,31.8,34.3,41.5,33.1,0.32142857142857145
33,22,27.4,38.2,46.1,37.0,0.6666666666666666
30,19,27.1,31.1,51.0,34.1,0.6333333333333333
30,11,28.0,25.2,53.7,29.2,0.36666666666666664
32,8,31.6,39.7,46.5,32.4,0.25
32,8,32.0,37.8,40.7,30.1,0.25
30,8,23.3,34.0,47.4,40.6,0.26666666666666666
35,23,25.8,44.3,51.8,35.4,0.6571428571428571
34,21,36.2,34.8,46.8,34.4,0.6176470588235294
30,14,26.4,42.3,46.6,35.7,0.4666666666666667
35,22,28.7,33.3,50.6,39.3,0.6285714285714286
29,9,29.7,31.7,44.5,31.4,0.3103448275862069
32,11,31.4,41.0,44.3,33.3,0.34375
31,4,24.9,38.3,43.9,27.7,0.12903225806451613
30,6,25.5,33.6,47.2,38.2,0.2
33,24,24.5,46.9,53.2,35.9,0.7272727272727273
31,17,30.0,30.9,46.2,33.3,0.5483870967741935
31,14,27.3,41.5,44.7,29.9,0.45161290322580644
31,14,22.5,32.5,45.9,35.3,0.45161290322580644
31,12,28.0,39.3,45.3,32.0,0.3870967741935484
32,22,31.7,39.3,51.0,34.3,0.6875
32,13,26.3,42.1,46.1,35.3,0.40625
29,7,26.8,29.1,45.3,34.6,0.2413793103448276
31,16,27.1,45.8,47.2,36.9,0.5161290322580645
34,28,30.4,29.9,48.6,37.0,0.8235294117647058
30,11,22.4,30.8,45.8,33.9,0.36666666666666664
30,18,20.6,30.8,53.5,38.9,0.6
32,17,32.9,33.8,48.8,36.2,0.53125
29,14,17.7,34.2,45.3,32.3,0.4827586206896552
32,17,29.5,35.4,47.9,31.6,0.53125
32,20,31.3,37.8,46.6,35.6,0.625
33,17,23.6,32.3,48.4,35.6,0.5151515151515151
30,17,23.9,34.6,44.5,39.8,0.5666666666666667
32,18,26.0,33.8,49.4,33.6,0.5625
29,13,27.6,34.1,46.5,35.9,0.4482758620689655
32,18,33.1,27.3,49.4,32.9,0.5625
30,16,24.5,31.3,47.3,33.5,0.5333333333333333
32,20,25.9,32.4,51.5,35.7,0.625
30,15,26.7,36.7,50.5,34.1,0.5
32,24,24.3,32.6,53.2,35.7,0.75
30,11,18.9,37.5,47.9,34.2,0.36666666666666664
32,17,26.0,28.6,49.1,32.7,0.53125
29,15,23.7,35.8,46.7,35.6,0.5172413793103449
33,20,19.9,32.0,55.0,36.7,0.6060606060606061
31,16,25.4,36.9,51.4,33.9,0.5161290322580645
32,16,23.2,27.6,46.2,35.0,0.5
32,17,28.8,32.0,51.2,37.4,0.53125
31,15,26.7,32.1,50.1,31.0,0.4838709677419355
29,12,29.6,30.8,53.9,35.4,0.41379310344827586
33,26,34.1,41.9,49.0,34.8,0.7878787878787878
30,13,25.9,38.8,47.2,31.3,0.43333333333333335
29,7,39.8,39.9,41.4,25.8,0.2413793103448276
31,15,33.3,38.4,48.6,30.8,0.4838709677419355
28,0,24.1,29.1,38.7,29.4,0.0
32,17,26.7,32.7,48.0,36.1,0.53125
30,17,21.7,36.4,48.5,39.4,0.5666666666666667
30,12,24.3,39.6,47.0,33.4,0.4
30,18,27.2,40.9,53.7,32.6,0.6
32,16,33.0,42.3,46.5,36.2,0.5
36,22,30.7,43.2,46.3,29.1,0.6111111111111112
32,17,30.5,43.9,51.0,36.3,0.53125
36,26,33.9,42.5,46.3,32.6,0.7222222222222222
28,6,27.1,38.5,48.2,29.8,0.21428571428571427
31,16,28.3,40.9,50.1,32.8,0.5161290322580645
29,14,29.2,33.6,49.2,37.9,0.4827586206896552
30,12,18.1,45.9,50.8,37.2,0.4
31,12,26.5,37.4,47.0,36.2,0.3870967741935484
31,20,27.7,40.5,51.5,34.8,0.6451612903225806
34,24,31.3,38.2,46.6,34.1,0.7058823529411765
31,20,27.2,40.5,49.5,35.6,0.6451612903225806
31,17,27.0,46.0,50.7,32.7,0.5483870967741935
32,19,30.5,35.3,47.5,31.6,0.59375
28,14,24.9,36.1,47.7,33.7,0.5
32,11,28.9,37.5,43.5,32.0,0.34375
30,15,24.9,35.1,50.0,38.0,0.5
36,23,22.7,37.5,50.7,35.1,0.6388888888888888
29,12,27.4,32.0,46.8,32.5,0.41379310344827586
31,23,29.3,31.0,52.0,37.5,0.7419354838709677
31,11,30.6,33.8,46.4,33.0,0.3548387096774194
30,21,26.6,38.4,52.7,39.0,0.7
33,19,26.1,34.6,51.4,37.1,0.5757575757575758
29,4,27.8,34.2,46.2,36.2,0.13793103448275862
33,20,34.5,43.4,54.8,33.4,0.6060606060606061
33,17,25.4,33.2,52.5,36.0,0.5151515151515151
32,20,19.5,41.2,52.7,34.2,0.625
31,14,23.2,28.3,53.1,32.3,0.45161290322580644
32,13,23.5,31.8,54.7,35.2,0.40625
31,12,23.9,31.9,55.5,35.2,0.3870967741935484
31,23,27.4,30.2,51.9,38.2,0.7419354838709677
31,14,29.3,39.3,47.8,34.4,0.45161290322580644
33,21,28.9,35.2,47.9,35.6,0.6363636363636364
30,4,27.4,34.8,44.1,33.0,0.13333333333333333
31,17,35.5,34.9,48.8,33.7,0.5483870967741935
31,8,15.9,39.1,47.1,34.5,0.25806451612903225
31,16,29.5,32.8,46.9,34.6,0.5161290322580645
31,5,30.9,28.6,43.2,32.2,0.16129032258064516
28,7,27.6,34.2,45.5,32.1,0.25
30,12,31.3,39.8,42.8,32.4,0.4
30,15,30.6,30.4,45.5,33.0,0.5
31,14,33.9,35.9,50.3,32.0,0.45161290322580644
34,22,39.6,40.9,47.5,29.1,0.6470588235294118
31,15,25.7,34.6,50.3,33.1,0.4838709677419355
29,9,37.2,33.9,44.0,30.6,0.3103448275862069
30,7,26.2,26.9,46.9,32.0,0.23333333333333334
29,4,29.9,31.1,42.3,34.2,0.13793103448275862
31,16,32.2,41.4,49.5,29.7,0.5161290322580645
33,14,25.3,30.6,44.8,31.7,0.42424242424242425
32,10,26.1,35.5,49.6,27.6,0.3125
30,12,33.4,38.7,49.2,31.1,0.4
31,14,32.2,36.1,46.2,30.3,0.45161290322580644
29,12,31.5,38.5,45.3,35.8,0.41379310344827586
33,22,36.9,32.6,46.4,33.6,0.6666666666666666
31,12,29.2,32.8,49.2,33.7,0.3870967741935484
29,6,31.5,33.3,44.6,35.1,0.20689655172413793
29,11,27.4,36.1,49.8,32.7,0.3793103448275862
31,20,36.4,38.8,47.0,34.8,0.6451612903225806
33,14,29.3,41.3,43.8,31.9,0.42424242424242425
32,13,30.9,35.0,49.2,33.5,0.40625
30,4,27.9,31.8,40.1,28.2,0.13333333333333333
33,17,29.7,29.6,50.4,38.1,0.5151515151515151
29,16,40.1,34.7,47.1,32.5,0.5517241379310345
31,3,26.2,27.8,45.5,34.4,0.0967741935483871
32,14,31.1,32.6,51.8,32.9,0.4375
29,13,30.3,30.8,49.3,33.9,0.4482758620689655
30,18,20.5,29.1,52.3,37.3,0.6
33,16,31.2,34.3,45.9,33.2,0.48484848484848486
30,10,32.5,30.0,50.3,29.9,0.3333333333333333
29,13,26.2,30.4,46.4,34.6,0.4482758620689655
29,18,25.7,33.5,51.2,37.0,0.6206896551724138
31,23,35.8,34.2,47.0,36.0,0.7419354838709677
30,10,26.6,36.8,49.2,32.5,0.3333333333333333
29,11,29.6,34.1,45.8,32.8,0.3793103448275862
31,16,28.3,34.4,50.3,34.1,0.5161290322580645
29,9,25.1,33.9,48.7,31.2,0.3103448275862069
33,18,30.1,32.2,47.3,34.1,0.5454545454545454
31,15,31.8,38.1,51.1,35.2,0.4838709677419355
31,17,26.9,28.6,47.3,33.5,0.5483870967741935
31,18,33.4,35.0,46.5,35.3,0.5806451612903226
28,13,33.4,33.8,43.1,30.1,0.4642857142857143
28,6,31.8,41.6,44.2,30.1,0.21428571428571427
31,16,23.4,33.4,47.8,37.4,0.5161290322580645
31,19,21.6,32.2,54.9,35.1,0.6129032258064516
29,10,28.7,37.6,42.3,29.5,0.3448275862068966
32,15,34.7,34.7,48.4,34.0,0.46875
33,27,35.9,41.2,52.6,38.3,0.8181818181818182
26,10,28.8,37.4,45.3,36.9,0.38461538461538464
28,11,32.2,36.4,48.1,33.7,0.39285714285714285
32,19,30.0,31.4,50.0,39.4,0.59375
29,3,26.5,40.4,40.0,34.8,0.10344827586206896
28,10,36.4,34.8,49.1,32.2,0.35714285714285715
31,19,26.4,34.5,62.6,36.4,0.6129032258064516
28,11,26.8,34.4,48.8,34.4,0.39285714285714285
30,14,27.0,40.3,54.2,39.5,0.4666666666666667
29,7,27.0,30.9,43.2,34.5,0.2413793103448276
35,21,38.6,35.3,45.8,36.2,0.6
29,15,28.7,34.1,50.1,36.1,0.5172413793103449
28,6,32.4,36.9,44.4,30.4,0.21428571428571427
27,3,28.5,35.7,44.6,28.8,0.1111111111111111
33,18,29.5,35.6,49.8,34.4,0.5454545454545454
29,18,31.4,41.5,50.0,34.1,0.6206896551724138
29,17,27.6,44.0,51.3,35.9,0.5862068965517241
28,11,24.2,41.0,52.2,35.2,0.39285714285714285
29,23,25.6,29.4,60.9,34.1,0.7931034482758621
27,14,29.5,26.9,43.5,36.6,0.5185185185185185
29,12,25.2,37.4,50.1,32.3,0.41379310344827586
